Date,Product_Category,Region,Units_Sold,Unit_Price,Total_Sales,Month,Year,Day_of_Week,Quarter
2023-05-18,Groceries,West,18,50.13,902.41,5,2023,Thursday,Q2
2023-05-18,Furniture,North,8,42.98,343.84,5,2023,Thursday,Q2
2023-05-18,Furniture,South,8,41.94,335.51,5,2023,Thursday,Q2
2023-05-18,Furniture,East,6,46.14,276.84,5,2023,Thursday,Q2
2023-05-18,Furniture,West,6,50.58,303.46,5,2023,Thursday,Q2
2023-05-18,Sports,North,8,46.52,372.15,5,2023,Thursday,Q2
2023-05-18,Sports,South,17,22.26,378.41,5,2023,Thursday,Q2
2023-05-18,Sports,East,9,48.72,438.49,5,2023,Thursday,Q2
2023-05-18,Sports,West,12,32.06,384.68,5,2023,Thursday,Q2
2023-05-19,Electronics,North,25,22.85,571.29,5,2023,Friday,Q2
2023-05-19,Electronics,South,15,41.87,628.12,5,2023,Friday,Q2
2023-05-19,Electronics,East,42,14.06,590.47,5,2023,Friday,Q2
2023-05-19,Electronics,West,21,29.6,621.69,5,2023,Friday,Q2
2023-05-19,Clothing,North,16,30.63,490.15,5,2023,Friday,Q2
2023-05-19,Clothing,South,26,15.88,412.91,5,2023,Friday,Q2
2023-05-19,Clothing,East,27,16.83,454.5,5,2023,Friday,Q2
2023-05-19,Clothing,West,11,38.89,427.79,5,2023,Friday,Q2
2023-05-19,Groceries,North,60,16.2,971.9,5,2023,Friday,Q2
2023-05-19,Groceries,South,19,49.69,944.12,5,2023,Friday,Q2
2023-05-19,Groceries,East,48,19.97,958.7,5,2023,Friday,Q2
2023-05-19,Groceries,West,23,40.79,938.22,5,2023,Friday,Q2
2023-05-19,Furniture,North,12,26.04,312.52,5,2023,Friday,Q2
2023-05-19,Furniture,South,10,36.77,367.66,5,2023,Friday,Q2
2023-05-19,Furniture,East,28,11.96,334.76,5,2023,Friday,Q2
2023-05-19,Furniture,West,17,18.49,314.34,5,2023,Friday,Q2
2023-05-19,Sports,North,7,50.91,356.36,5,2023,Friday,Q2
2023-05-19,Sports,South,8,48.23,385.81,5,2023,Friday,Q2
2023-05-19,Sports,East,9,45.72,411.49,5,2023,Friday,Q2
2023-05-19,Sports,West,19,20.57,390.82,5,2023,Friday,Q2
2023-05-20,Electronics,North,26,26.72,694.61,5,2023,Saturday,Q2
2023-05-20,Electronics,South,22,32.63,717.77,5,2023,Saturday,Q2
2023-05-20,Electronics,East,30,24.31,729.33,5,2023,Saturday,Q2
2023-05-20,Electronics,West,16,41.2,659.24,5,2023,Saturday,Q2
2023-05-20,Clothing,North,29,16.17,468.88,5,2023,Saturday,Q2
2023-05-20,Clothing,South,14,37.59,526.27,5,2023,Saturday,Q2
2023-05-20,Clothing,East,20,23.39,467.82,5,2023,Saturday,Q2
2023-05-20,Clothing,West,22,22.72,499.79,5,2023,Saturday,Q2
2023-05-20,Groceries,North,24,42.04,1008.88,5,2023,Saturday,Q2
2023-05-20,Groceries,South,29,33.67,976.43,5,2023,Saturday,Q2
2023-05-20,Groceries,East,36,27.8,1000.95,5,2023,Saturday,Q2
2023-05-20,Groceries,West,29,34.8,1009.31,5,2023,Saturday,Q2
2023-05-20,Furniture,North,11,40.1,441.15,5,2023,Saturday,Q2
2023-05-20,Furniture,South,12,36.46,437.54,5,2023,Saturday,Q2
2023-05-20,Furniture,East,10,41.38,413.83,5,2023,Saturday,Q2
2023-05-20,Furniture,West,7,55.42,387.92,5,2023,Saturday,Q2
2023-05-20,Sports,North,15,32.55,488.25,5,2023,Saturday,Q2
2023-05-20,Sports,South,10,48.94,489.39,5,2023,Saturday,Q2
2023-05-20,Sports,East,11,39.45,433.92,5,2023,Saturday,Q2
2023-05-20,Sports,West,12,38.43,461.15,5,2023,Saturday,Q2
2023-05-21,Electronics,North,19,36.35,690.63,5,2023,Sunday,Q2
2023-05-21,Electronics,South,32,22.28,712.98,5,2023,Sunday,Q2
2023-05-21,Electronics,East,18,37.78,680.02,5,2023,Sunday,Q2
2023-05-21,Electronics,West,33,22.03,727.08,5,2023,Sunday,Q2
2023-05-21,Clothing,North,10,51.32,513.18,5,2023,Sunday,Q2
2023-05-21,Clothing,South,9,53.34,480.08,5,2023,Sunday,Q2
2023-05-21,Clothing,East,21,24.96,524.26,5,2023,Sunday,Q2
2023-05-21,Clothing,West,10,48.58,485.81,5,2023,Sunday,Q2
2023-05-21,Groceries,North,22,43.27,951.89,5,2023,Sunday,Q2
2023-05-21,Groceries,South,36,27.06,974.05,5,2023,Sunday,Q2
2023-05-21,Groceries,East,21,49.07,1030.56,5,2023,Sunday,Q2
2023-05-21,Groceries,West,22,47.83,1052.24,5,2023,Sunday,Q2
2023-05-21,Furniture,North,10,45.31,453.13,5,2023,Sunday,Q2
2023-05-21,Furniture,South,8,48.44,387.48,5,2023,Sunday,Q2
2023-05-21,Furniture,East,17,23.4,397.87,5,2023,Sunday,Q2
2023-05-21,Furniture,West,14,27.94,391.19,5,2023,Sunday,Q2
2023-05-21,Sports,North,12,37.76,453.08,5,2023,Sunday,Q2
2023-05-21,Sports,South,13,31.92,414.96,5,2023,Sunday,Q2
2023-05-21,Sports,East,9,48.69,438.24,5,2023,Sunday,Q2
2023-05-21,Sports,West,9,51.04,459.37,5,2023,Sunday,Q2
2023-05-22,Electronics,North,42,15.45,648.81,5,2023,Monday,Q2
2023-05-22,Electronics,South,15,42.0,630.02,5,2023,Monday,Q2
2023-05-22,Electronics,East,26,23.64,614.65,5,2023,Monday,Q2
2023-05-22,Electronics,West,17,34.87,592.81,5,2023,Monday,Q2
2023-05-22,Clothing,North,18,25.04,450.74,5,2023,Monday,Q2
2023-05-22,Clothing,South,8,47.44,379.5,5,2023,Monday,Q2
2023-05-22,Clothing,East,16,24.04,384.65,5,2023,Monday,Q2
2023-05-22,Clothing,West,10,43.9,438.99,5,2023,Monday,Q2
2023-05-22,Groceries,North,26,36.28,943.23,5,2023,Monday,Q2
2023-05-22,Groceries,South,35,24.37,853.06,5,2023,Monday,Q2
2023-05-22,Groceries,East,49,18.67,914.9,5,2023,Monday,Q2
2023-05-22,Groceries,West,40,21.64,865.74,5,2023,Monday,Q2
2023-05-22,Furniture,North,13,24.36,316.63,5,2023,Monday,Q2
2023-05-22,Furniture,South,6,51.75,310.49,5,2023,Monday,Q2
2023-05-22,Furniture,East,30,12.08,362.4,5,2023,Monday,Q2
2023-05-22,Furniture,West,23,14.54,334.34,5,2023,Monday,Q2
2023-05-22,Sports,North,21,18.35,385.34,5,2023,Monday,Q2
2023-05-22,Sports,South,15,27.1,406.56,5,2023,Monday,Q2
2023-05-22,Sports,East,32,12.74,407.82,5,2023,Monday,Q2
2023-05-22,Sports,West,11,34.15,375.68,5,2023,Monday,Q2
2023-05-23,Electronics,North,15,40.08,601.16,5,2023,Tuesday,Q2
2023-05-23,Electronics,South,15,43.0,645.07,5,2023,Tuesday,Q2
2023-05-23,Electronics,East,13,49.5,643.45,5,2023,Tuesday,Q2
2023-05-23,Electronics,West,45,14.15,636.74,5,2023,Tuesday,Q2
2023-05-23,Clothing,North,21,20.17,423.61,5,2023,Tuesday,Q2
2023-05-23,Clothing,South,33,12.56,414.4,5,2023,Tuesday,Q2
2023-05-23,Clothing,East,30,15.2,455.97,5,2023,Tuesday,Q2
2023-05-23,Clothing,West,11,37.13,408.45,5,2023,Tuesday,Q2
2023-05-23,Groceries,North,20,44.99,899.89,5,2023,Tuesday,Q2
2023-05-23,Groceries,South,20,45.63,912.58,5,2023,Tuesday,Q2
2023-05-23,Groceries,East,28,31.98,895.55,5,2023,Tuesday,Q2
2023-05-23,Groceries,West,54,17.47,943.6,5,2023,Tuesday,Q2
2023-05-23,Furniture,North,8,40.45,323.64,5,2023,Tuesday,Q2
2023-05-23,Furniture,South,19,13.97,265.34,5,2023,Tuesday,Q2
2023-05-23,Furniture,East,12,27.71,332.53,5,2023,Tuesday,Q2
2023-05-23,Furniture,West,6,52.26,313.54,5,2023,Tuesday,Q2
2023-05-23,Sports,North,17,21.77,370.07,5,2023,Tuesday,Q2
2023-05-23,Sports,South,9,41.91,377.21,5,2023,Tuesday,Q2
2023-05-23,Sports,East,8,44.38,355.06,5,2023,Tuesday,Q2
2023-05-23,Sports,West,12,29.13,349.6,5,2023,Tuesday,Q2
2023-05-24,Electronics,North,16,39.68,634.87,5,2023,Wednesday,Q2
2023-05-24,Electronics,South,38,15.36,583.76,5,2023,Wednesday,Q2
2023-05-24,Electronics,East,23,25.67,590.5,5,2023,Wednesday,Q2
2023-05-24,Electronics,West,14,42.57,595.93,5,2023,Wednesday,Q2
2023-05-24,Clothing,North,43,10.38,446.33,5,2023,Wednesday,Q2
2023-05-24,Clothing,South,29,15.7,455.35,5,2023,Wednesday,Q2
2023-05-24,Clothing,East,24,16.49,395.69,5,2023,Wednesday,Q2
2023-05-24,Clothing,West,14,27.93,390.99,5,2023,Wednesday,Q2
2023-05-24,Groceries,North,22,41.88,921.32,5,2023,Wednesday,Q2
2023-05-24,Groceries,South,27,33.76,911.52,5,2023,Wednesday,Q2
2023-05-24,Groceries,East,29,32.49,942.22,5,2023,Wednesday,Q2
2023-05-24,Groceries,West,40,23.31,932.37,5,2023,Wednesday,Q2
2023-05-24,Furniture,North,14,26.38,369.37,5,2023,Wednesday,Q2
2023-05-24,Furniture,South,4,56.84,227.38,5,2023,Wednesday,Q2
2023-05-24,Furniture,East,8,36.52,292.2,5,2023,Wednesday,Q2
2023-05-24,Furniture,West,9,37.97,341.73,5,2023,Wednesday,Q2
2023-05-24,Sports,North,7,50.94,356.56,5,2023,Wednesday,Q2
2023-05-24,Sports,South,10,33.94,339.39,5,2023,Wednesday,Q2
2023-05-24,Sports,East,11,32.37,356.08,5,2023,Wednesday,Q2
2023-05-24,Sports,West,11,32.63,358.98,5,2023,Wednesday,Q2
2023-05-25,Electronics,North,51,12.75,650.2,5,2023,Thursday,Q2
2023-05-25,Electronics,South,36,15.89,571.89,5,2023,Thursday,Q2
2023-05-25,Electronics,East,13,45.73,594.48,5,2023,Thursday,Q2
2023-05-25,Electronics,West,39,15.84,617.93,5,2023,Thursday,Q2
2023-05-25,Clothing,North,14,27.55,385.66,5,2023,Thursday,Q2
2023-05-25,Clothing,South,11,42.16,463.71,5,2023,Thursday,Q2
2023-05-25,Clothing,East,15,31.28,469.21,5,2023,Thursday,Q2
2023-05-25,Clothing,West,12,34.63,415.57,5,2023,Thursday,Q2
2023-05-25,Groceries,North,26,35.88,932.98,5,2023,Thursday,Q2
2023-05-25,Groceries,South,23,41.64,957.69,5,2023,Thursday,Q2
2023-05-25,Groceries,East,27,33.76,911.46,5,2023,Thursday,Q2
2023-05-25,Groceries,West,69,13.49,931.12,5,2023,Thursday,Q2
2023-05-25,Furniture,North,6,47.07,282.41,5,2023,Thursday,Q2
2023-05-25,Furniture,South,8,32.78,262.27,5,2023,Thursday,Q2
2023-05-25,Furniture,East,18,19.08,343.47,5,2023,Thursday,Q2
2023-05-25,Furniture,West,27,11.6,313.24,5,2023,Thursday,Q2
2023-05-25,Sports,North,14,29.86,418.1,5,2023,Thursday,Q2
2023-05-25,Sports,South,12,29.05,348.62,5,2023,Thursday,Q2
2023-05-25,Sports,East,8,41.28,330.26,5,2023,Thursday,Q2
2023-05-25,Sports,West,24,16.26,390.19,5,2023,Thursday,Q2
2023-05-26,Electronics,North,15,44.2,663.06,5,2023,Friday,Q2
2023-05-26,Electronics,South,13,44.67,580.66,5,2023,Friday,Q2
2023-05-26,Electronics,East,39,15.07,587.85,5,2023,Friday,Q2
2023-05-26,Electronics,West,35,18.69,654.29,5,2023,Friday,Q2
2023-05-26,Clothing,North,12,39.75,477.02,5,2023,Friday,Q2
2023-05-26,Clothing,South,12,35.78,429.35,5,2023,Friday,Q2
2023-05-26,Clothing,East,22,17.92,394.15,5,2023,Friday,Q2
2023-05-26,Clothing,West,24,18.8,451.16,5,2023,Friday,Q2
2023-05-26,Groceries,North,25,36.22,905.51,5,2023,Friday,Q2
2023-05-26,Groceries,South,19,47.11,895.01,5,2023,Friday,Q2
2023-05-26,Groceries,East,58,15.5,898.93,5,2023,Friday,Q2
2023-05-26,Groceries,West,52,17.96,933.9,5,2023,Friday,Q2
2023-05-26,Furniture,North,18,17.51,315.13,5,2023,Friday,Q2
2023-05-26,Furniture,South,7,46.8,327.57,5,2023,Friday,Q2
2023-05-26,Furniture,East,16,21.19,339.08,5,2023,Friday,Q2
2023-05-26,Furniture,West,11,27.91,307.0,5,2023,Friday,Q2
2023-05-26,Sports,North,8,49.15,393.16,5,2023,Friday,Q2
2023-05-26,Sports,South,11,33.09,364.04,5,2023,Friday,Q2
2023-05-26,Sports,East,7,49.91,349.35,5,2023,Friday,Q2
2023-05-26,Sports,West,9,35.83,322.44,5,2023,Friday,Q2
2023-05-27,Electronics,North,21,32.56,683.73,5,2023,Saturday,Q2
2023-05-27,Electronics,South,27,27.25,735.83,5,2023,Saturday,Q2
2023-05-27,Electronics,East,23,31.1,715.35,5,2023,Saturday,Q2
2023-05-27,Electronics,West,24,29.39,705.32,5,2023,Saturday,Q2
2023-05-27,Clothing,North,9,51.2,460.82,5,2023,Saturday,Q2
2023-05-27,Clothing,South,21,22.69,476.39,5,2023,Saturday,Q2
2023-05-27,Clothing,East,12,42.57,510.8,5,2023,Saturday,Q2
2023-05-27,Clothing,West,10,51.84,518.4,5,2023,Saturday,Q2
2023-05-27,Groceries,North,60,16.93,1016.09,5,2023,Saturday,Q2
2023-05-27,Groceries,South,28,35.69,999.2,5,2023,Saturday,Q2
2023-05-27,Groceries,East,24,40.38,969.09,5,2023,Saturday,Q2
2023-05-27,Groceries,West,24,42.44,1018.48,5,2023,Saturday,Q2
2023-05-27,Furniture,North,10,37.62,376.18,5,2023,Saturday,Q2
2023-05-27,Furniture,South,18,23.27,418.93,5,2023,Saturday,Q2
2023-05-27,Furniture,East,11,34.89,383.79,5,2023,Saturday,Q2
2023-05-27,Furniture,West,16,27.63,442.14,5,2023,Saturday,Q2
2023-05-27,Sports,North,32,13.46,430.77,5,2023,Saturday,Q2
2023-05-27,Sports,South,12,35.85,430.23,5,2023,Saturday,Q2
2023-05-27,Sports,East,11,39.95,439.45,5,2023,Saturday,Q2
2023-05-27,Sports,West,25,16.78,419.49,5,2023,Saturday,Q2
2023-05-28,Electronics,North,25,26.5,662.49,5,2023,Sunday,Q2
2023-05-28,Electronics,South,35,19.04,666.49,5,2023,Sunday,Q2
2023-05-28,Electronics,East,21,34.71,728.89,5,2023,Sunday,Q2
2023-05-28,Electronics,West,50,13.28,664.16,5,2023,Sunday,Q2
2023-05-28,Clothing,North,10,47.84,478.41,5,2023,Sunday,Q2
2023-05-28,Clothing,South,25,22.26,556.38,5,2023,Sunday,Q2
2023-05-28,Clothing,East,27,19.18,517.85,5,2023,Sunday,Q2
2023-05-28,Clothing,West,11,47.03,517.28,5,2023,Sunday,Q2
2023-05-28,Groceries,North,66,15.91,1050.26,5,2023,Sunday,Q2
2023-05-28,Groceries,South,48,20.55,986.55,5,2023,Sunday,Q2
2023-05-28,Groceries,East,31,30.25,937.73,5,2023,Sunday,Q2
2023-05-28,Groceries,West,40,25.35,1014.19,5,2023,Sunday,Q2
2023-05-28,Furniture,North,37,10.36,383.39,5,2023,Sunday,Q2
2023-05-28,Furniture,South,12,38.06,456.74,5,2023,Sunday,Q2
2023-05-28,Furniture,East,24,13.94,334.59,5,2023,Sunday,Q2
2023-05-28,Furniture,West,19,19.08,362.51,5,2023,Sunday,Q2
2023-05-28,Sports,North,27,15.67,423.05,5,2023,Sunday,Q2
2023-05-28,Sports,South,33,13.25,437.11,5,2023,Sunday,Q2
2023-05-28,Sports,East,13,30.9,401.75,5,2023,Sunday,Q2
2023-05-28,Sports,West,18,25.01,450.25,5,2023,Sunday,Q2
2023-05-29,Electronics,North,20,29.47,589.43,5,2023,Monday,Q2
2023-05-29,Electronics,South,16,39.87,637.92,5,2023,Monday,Q2
2023-05-29,Electronics,East,17,38.19,649.16,5,2023,Monday,Q2
2023-05-29,Electronics,West,22,27.18,597.95,5,2023,Monday,Q2
2023-05-29,Clothing,North,11,38.46,423.06,5,2023,Monday,Q2
2023-05-29,Clothing,South,8,50.95,407.57,5,2023,Monday,Q2
2023-05-29,Clothing,East,8,50.67,405.36,5,2023,Monday,Q2
2023-05-29,Clothing,West,16,22.98,367.64,5,2023,Monday,Q2
2023-05-29,Groceries,North,69,13.1,903.75,5,2023,Monday,Q2
2023-05-29,Groceries,South,20,46.73,934.51,5,2023,Monday,Q2
2023-05-29,Groceries,East,18,51.05,918.95,5,2023,Monday,Q2
2023-05-29,Groceries,West,60,14.68,881.09,5,2023,Monday,Q2
2023-05-29,Furniture,North,6,44.64,267.86,5,2023,Monday,Q2
2023-05-29,Furniture,South,20,15.14,302.72,5,2023,Monday,Q2
2023-05-29,Furniture,East,8,35.74,285.89,5,2023,Monday,Q2
2023-05-29,Furniture,West,6,48.16,288.97,5,2023,Monday,Q2
2023-05-29,Sports,North,10,33.64,336.35,5,2023,Monday,Q2
2023-05-29,Sports,South,8,44.75,357.97,5,2023,Monday,Q2
2023-05-29,Sports,East,11,34.11,375.22,5,2023,Monday,Q2
2023-05-29,Sports,West,10,33.49,334.87,5,2023,Monday,Q2
2023-05-30,Electronics,North,11,52.87,581.57,5,2023,Tuesday,Q2
2023-05-30,Electronics,South,29,19.65,569.85,5,2023,Tuesday,Q2
2023-05-30,Electronics,East,40,15.26,610.58,5,2023,Tuesday,Q2
2023-05-30,Electronics,West,22,28.71,631.57,5,2023,Tuesday,Q2
2023-05-30,Clothing,North,9,44.67,402.05,5,2023,Tuesday,Q2
2023-05-30,Clothing,South,20,21.16,423.25,5,2023,Tuesday,Q2
2023-05-30,Clothing,East,9,48.92,440.25,5,2023,Tuesday,Q2
2023-05-30,Clothing,West,14,29.47,412.52,5,2023,Tuesday,Q2
2023-05-30,Groceries,North,64,13.74,879.63,5,2023,Tuesday,Q2
2023-05-30,Groceries,South,41,21.38,876.67,5,2023,Tuesday,Q2
2023-05-30,Groceries,East,17,51.84,881.21,5,2023,Tuesday,Q2
2023-05-30,Groceries,West,59,16.27,960.22,5,2023,Tuesday,Q2
2023-05-30,Furniture,North,30,12.35,370.47,5,2023,Tuesday,Q2
2023-05-30,Furniture,South,7,42.1,294.7,5,2023,Tuesday,Q2
2023-05-30,Furniture,East,10,33.85,338.53,5,2023,Tuesday,Q2
2023-05-30,Furniture,West,15,22.97,344.48,5,2023,Tuesday,Q2
2023-05-30,Sports,North,19,16.64,316.1,5,2023,Tuesday,Q2
2023-05-30,Sports,South,10,40.81,408.06,5,2023,Tuesday,Q2
2023-05-30,Sports,East,8,43.51,348.07,5,2023,Tuesday,Q2
2023-05-30,Sports,West,9,38.52,346.64,5,2023,Tuesday,Q2
2023-05-31,Electronics,North,21,27.08,568.71,5,2023,Wednesday,Q2
2023-05-31,Electronics,South,17,38.72,658.32,5,2023,Wednesday,Q2
2023-05-31,Electronics,East,12,50.45,605.34,5,2023,Wednesday,Q2
2023-05-31,Electronics,West,13,50.34,654.48,5,2023,Wednesday,Q2
2023-05-31,Clothing,North,13,33.86,440.15,5,2023,Wednesday,Q2
2023-05-31,Clothing,South,12,32.75,393.06,5,2023,Wednesday,Q2
2023-05-31,Clothing,East,8,50.79,406.31,5,2023,Wednesday,Q2
2023-05-31,Clothing,West,9,42.69,384.18,5,2023,Wednesday,Q2
2023-05-31,Groceries,North,36,24.65,887.42,5,2023,Wednesday,Q2
2023-05-31,Groceries,South,47,19.5,916.41,5,2023,Wednesday,Q2
2023-05-31,Groceries,East,37,25.02,925.91,5,2023,Wednesday,Q2
2023-05-31,Groceries,West,26,32.71,850.51,5,2023,Wednesday,Q2
2023-05-31,Furniture,North,18,13.96,251.22,5,2023,Wednesday,Q2
2023-05-31,Furniture,South,6,48.03,288.19,5,2023,Wednesday,Q2
2023-05-31,Furniture,East,16,19.49,311.77,5,2023,Wednesday,Q2
2023-05-31,Furniture,West,32,10.72,342.92,5,2023,Wednesday,Q2
2023-05-31,Sports,North,32,11.09,354.89,5,2023,Wednesday,Q2
2023-05-31,Sports,South,6,57.63,345.76,5,2023,Wednesday,Q2
2023-05-31,Sports,East,22,16.84,370.55,5,2023,Wednesday,Q2
2023-05-31,Sports,West,10,32.7,327.03,5,2023,Wednesday,Q2
2023-06-01,Electronics,North,18,33.53,603.46,6,2023,Thursday,Q2
2023-06-01,Electronics,South,44,13.57,597.09,6,2023,Thursday,Q2
2023-06-01,Electronics,East,12,50.48,605.74,6,2023,Thursday,Q2
2023-06-01,Electronics,West,13,48.94,636.25,6,2023,Thursday,Q2
2023-06-01,Clothing,North,8,44.1,352.82,6,2023,Thursday,Q2
2023-06-01,Clothing,South,19,20.98,398.7,6,2023,Thursday,Q2
2023-06-01,Clothing,East,10,42.36,423.6,6,2023,Thursday,Q2
2023-06-01,Clothing,West,19,21.91,416.22,6,2023,Thursday,Q2
2023-06-01,Groceries,North,28,30.54,855.08,6,2023,Thursday,Q2
2023-06-01,Groceries,South,50,16.98,848.93,6,2023,Thursday,Q2
2023-06-01,Groceries,East,29,31.77,921.24,6,2023,Thursday,Q2
2023-06-01,Groceries,West,18,45.09,811.71,6,2023,Thursday,Q2
2023-06-01,Furniture,North,6,42.33,253.95,6,2023,Thursday,Q2
2023-06-01,Furniture,South,7,43.43,304.01,6,2023,Thursday,Q2
2023-06-01,Furniture,East,21,15.9,333.96,6,2023,Thursday,Q2
2023-06-01,Furniture,West,10,26.0,260.0,6,2023,Thursday,Q2
2023-06-01,Sports,North,9,44.72,402.51,6,2023,Thursday,Q2
2023-06-01,Sports,South,7,52.88,370.17,6,2023,Thursday,Q2
2023-06-01,Sports,East,16,27.27,436.4,6,2023,Thursday,Q2
2023-06-01,Sports,West,26,12.96,336.96,6,2023,Thursday,Q2
2023-06-02,Electronics,North,15,42.68,640.14,6,2023,Friday,Q2
2023-06-02,Electronics,South,12,48.98,587.81,6,2023,Friday,Q2
2023-06-02,Electronics,East,41,14.63,599.98,6,2023,Friday,Q2
2023-06-02,Electronics,West,32,18.1,579.22,6,2023,Friday,Q2
2023-06-02,Clothing,North,9,44.28,398.56,6,2023,Friday,Q2
2023-06-02,Clothing,South,33,12.94,427.1,6,2023,Friday,Q2
2023-06-02,Clothing,East,29,15.57,451.61,6,2023,Friday,Q2
2023-06-02,Clothing,West,16,23.35,373.58,6,2023,Friday,Q2
2023-06-02,Groceries,North,18,50.24,904.4,6,2023,Friday,Q2
2023-06-02,Groceries,South,20,44.13,882.64,6,2023,Friday,Q2
2023-06-02,Groceries,East,29,31.24,905.98,6,2023,Friday,Q2
2023-06-02,Groceries,West,35,26.63,931.9,6,2023,Friday,Q2
2023-06-02,Furniture,North,23,12.39,284.99,6,2023,Friday,Q2
2023-06-02,Furniture,South,6,52.1,312.6,6,2023,Friday,Q2
2023-06-02,Furniture,East,7,38.84,271.9,6,2023,Friday,Q2
2023-06-02,Furniture,West,7,47.81,334.68,6,2023,Friday,Q2
2023-06-02,Sports,North,8,46.57,372.59,6,2023,Friday,Q2
2023-06-02,Sports,South,16,20.4,326.42,6,2023,Friday,Q2
2023-06-02,Sports,East,7,46.54,325.76,6,2023,Friday,Q2
2023-06-02,Sports,West,19,20.64,392.16,6,2023,Friday,Q2
2023-06-03,Electronics,North,16,46.22,739.55,6,2023,Saturday,Q2
2023-06-03,Electronics,South,21,31.21,655.39,6,2023,Saturday,Q2
2023-06-03,Electronics,East,31,22.75,705.11,6,2023,Saturday,Q2
2023-06-03,Electronics,West,50,13.33,666.74,6,2023,Saturday,Q2
2023-06-03,Clothing,North,46,11.3,520.01,6,2023,Saturday,Q2
2023-06-03,Clothing,South,14,33.44,468.2,6,2023,Saturday,Q2
2023-06-03,Clothing,East,23,21.64,497.74,6,2023,Saturday,Q2
2023-06-03,Clothing,West,22,21.87,481.24,6,2023,Saturday,Q2
2023-06-03,Groceries,North,23,39.85,916.62,6,2023,Saturday,Q2
2023-06-03,Groceries,South,26,36.6,951.63,6,2023,Saturday,Q2
2023-06-03,Groceries,East,21,47.48,997.14,6,2023,Saturday,Q2
2023-06-03,Groceries,West,36,27.59,993.21,6,2023,Saturday,Q2
2023-06-03,Furniture,North,9,42.8,385.16,6,2023,Saturday,Q2
2023-06-03,Furniture,South,14,30.76,430.71,6,2023,Saturday,Q2
2023-06-03,Furniture,East,31,12.99,402.8,6,2023,Saturday,Q2
2023-06-03,Furniture,West,21,18.98,398.64,6,2023,Saturday,Q2
2023-06-03,Sports,North,31,11.81,366.23,6,2023,Saturday,Q2
2023-06-03,Sports,South,18,25.25,454.45,6,2023,Saturday,Q2
2023-06-03,Sports,East,22,17.37,382.09,6,2023,Saturday,Q2
2023-06-03,Sports,West,14,30.46,426.41,6,2023,Saturday,Q2
2023-06-04,Electronics,North,18,35.01,630.14,6,2023,Sunday,Q2
2023-06-04,Electronics,South,14,49.21,688.93,6,2023,Sunday,Q2
2023-06-04,Electronics,East,15,47.26,708.86,6,2023,Sunday,Q2
2023-06-04,Electronics,West,49,13.71,671.74,6,2023,Sunday,Q2
2023-06-04,Clothing,North,14,33.76,472.71,6,2023,Sunday,Q2
2023-06-04,Clothing,South,16,27.93,446.83,6,2023,Sunday,Q2
2023-06-04,Clothing,East,50,10.17,508.27,6,2023,Sunday,Q2
2023-06-04,Clothing,West,8,54.07,432.56,6,2023,Sunday,Q2
2023-06-04,Groceries,North,68,14.4,979.01,6,2023,Sunday,Q2
2023-06-04,Groceries,South,49,19.82,971.33,6,2023,Sunday,Q2
2023-06-04,Groceries,East,40,24.64,985.77,6,2023,Sunday,Q2
2023-06-04,Groceries,West,20,49.94,998.88,6,2023,Sunday,Q2
2023-06-04,Furniture,North,11,33.6,369.62,6,2023,Sunday,Q2
2023-06-04,Furniture,South,8,50.31,402.44,6,2023,Sunday,Q2
2023-06-04,Furniture,East,8,46.66,373.26,6,2023,Sunday,Q2
2023-06-04,Furniture,West,17,22.63,384.69,6,2023,Sunday,Q2
2023-06-04,Sports,North,21,18.67,392.06,6,2023,Sunday,Q2
2023-06-04,Sports,South,11,37.45,411.99,6,2023,Sunday,Q2
2023-06-04,Sports,East,14,26.94,377.15,6,2023,Sunday,Q2
2023-06-04,Sports,West,17,25.07,426.23,6,2023,Sunday,Q2
2023-06-05,Electronics,North,25,24.59,614.78,6,2023,Monday,Q2
2023-06-05,Electronics,South,15,39.06,585.93,6,2023,Monday,Q2
2023-06-05,Electronics,East,15,39.28,589.26,6,2023,Monday,Q2
2023-06-05,Electronics,West,27,22.37,604.07,6,2023,Monday,Q2
2023-06-05,Clothing,North,8,50.92,407.4,6,2023,Monday,Q2
2023-06-05,Clothing,South,12,28.65,343.8,6,2023,Monday,Q2
2023-06-05,Clothing,East,10,37.44,374.38,6,2023,Monday,Q2
2023-06-05,Clothing,West,11,31.61,347.68,6,2023,Monday,Q2
2023-06-05,Groceries,North,25,35.22,880.47,6,2023,Monday,Q2
2023-06-05,Groceries,South,69,13.61,939.16,6,2023,Monday,Q2
2023-06-05,Groceries,East,19,48.17,915.22,6,2023,Monday,Q2
2023-06-05,Groceries,West,37,24.1,891.83,6,2023,Monday,Q2
2023-06-05,Furniture,North,14,24.92,348.82,6,2023,Monday,Q2
2023-06-05,Furniture,South,23,13.09,301.1,6,2023,Monday,Q2
2023-06-05,Furniture,East,35,10.5,367.67,6,2023,Monday,Q2
2023-06-05,Furniture,West,21,14.1,296.13,6,2023,Monday,Q2
2023-06-05,Sports,North,10,32.42,324.25,6,2023,Monday,Q2
2023-06-05,Sports,South,14,21.98,307.73,6,2023,Monday,Q2
2023-06-05,Sports,East,22,16.44,361.72,6,2023,Monday,Q2
2023-06-05,Sports,West,11,30.02,330.18,6,2023,Monday,Q2
